member_type,rideable_type,month,day_of_week,hour,rIde_length_bucket,total_rides,avg_ride_length
casual,electric_bike,Jun,Wednesday,21,15-30 mins,191,21.27748691
casual,electric_bike,Jun,Wednesday,20,15-30 mins,264,21.125
casual,electric_bike,Jun,Wednesday,22,15-30 mins,170,21.56470588
casual,electric_bike,Jun,Wednesday,23,15-30 mins,72,20.90277778
casual,electric_bike,Jun,Wednesday,18,15-30 mins,424,20.6509434
casual,electric_bike,Jun,Wednesday,6,15-30 mins,30,20.2
casual,electric_bike,Jun,Wednesday,13,15-30 mins,130,21.66923077
casual,electric_bike,Jun,Wednesday,19,15-30 mins,257,20.48249027
casual,electric_bike,Jun,Wednesday,4,15-30 mins,6,23.16666667
casual,electric_bike,Jun,Wednesday,9,15-30 mins,82,20.82926829
casual,electric_bike,Jun,Wednesday,10,15-30 mins,82,21.30487805
casual,electric_bike,Jun,Wednesday,5,15-30 mins,13,21.76923077
casual,electric_bike,Jun,Wednesday,3,15-30 mins,5,21
casual,electric_bike,Jun,Wednesday,0,15-30 mins,28,20.75
casual,electric_bike,Jun,Wednesday,1,15-30 mins,11,21.63636364
casual,electric_bike,Jun,Wednesday,7,15-30 mins,75,21.14666667
casual,electric_bike,Jun,Wednesday,2,15-30 mins,12,21.25
casual,electric_bike,Jul,Wednesday,14,15-30 mins,262,21.09923664
casual,electric_bike,Jul,Wednesday,18,15-30 mins,711,20.96061885
casual,electric_bike,Jul,Wednesday,11,15-30 mins,201,21.48756219
casual,electric_bike,Jul,Wednesday,17,15-30 mins,768,20.99869792
casual,electric_bike,Jul,Wednesday,12,15-30 mins,255,21.41960784
casual,electric_bike,Jul,Wednesday,20,15-30 mins,447,21.03131991
casual,electric_bike,Jul,Wednesday,8,15-30 mins,174,20.17241379
casual,electric_bike,Jul,Wednesday,19,15-30 mins,508,20.66141732
casual,electric_bike,Jul,Wednesday,16,15-30 mins,512,21.28125
casual,electric_bike,Jul,Wednesday,21,15-30 mins,365,20.91780822
casual,electric_bike,Jul,Wednesday,10,15-30 mins,152,21.23026316
casual,electric_bike,Jul,Wednesday,0,15-30 mins,52,20.98076923
casual,electric_bike,Jul,Wednesday,23,15-30 mins,125,20.248
casual,electric_bike,Jul,Wednesday,15,15-30 mins,297,20.81818182
casual,electric_bike,Jul,Wednesday,9,15-30 mins,113,21.01769912
casual,electric_bike,Jul,Wednesday,13,15-30 mins,232,21.10344828
casual,electric_bike,Jul,Wednesday,2,15-30 mins,27,22.11111111
casual,electric_bike,Jul,Wednesday,22,15-30 mins,263,21.01520913
casual,electric_bike,Jul,Wednesday,7,15-30 mins,122,20.00819672
casual,electric_bike,Jul,Wednesday,5,15-30 mins,31,21.06451613
casual,electric_bike,Jul,Wednesday,6,15-30 mins,60,19.48333333
casual,electric_bike,Jul,Wednesday,1,15-30 mins,41,20.97560976
casual,electric_bike,Jul,Wednesday,4,15-30 mins,9,20.33333333
casual,electric_bike,Jul,Wednesday,3,15-30 mins,9,18.88888889
casual,electric_bike,Aug,Wednesday,19,15-30 mins,418,21.09808612
casual,electric_bike,Aug,Wednesday,20,15-30 mins,315,20.77460317
casual,electric_bike,Aug,Wednesday,22,15-30 mins,214,21.1682243
casual,electric_bike,Aug,Wednesday,16,15-30 mins,424,20.81603774
casual,electric_bike,Aug,Wednesday,11,15-30 mins,171,21.76023392
casual,electric_bike,Aug,Wednesday,15,15-30 mins,319,21.1630094
casual,electric_bike,Aug,Wednesday,17,15-30 mins,671,20.86438152
casual,electric_bike,Aug,Wednesday,18,15-30 mins,514,20.9688716
casual,electric_bike,Aug,Wednesday,14,15-30 mins,241,21.76348548
casual,electric_bike,Aug,Wednesday,13,15-30 mins,159,21.10062893
casual,electric_bike,Aug,Wednesday,5,15-30 mins,18,20.55555556
casual,electric_bike,Aug,Wednesday,12,15-30 mins,203,21.28571429
casual,electric_bike,Aug,Wednesday,10,15-30 mins,110,21.06363636
casual,electric_bike,Aug,Wednesday,8,15-30 mins,146,20.21232877
casual,electric_bike,Aug,Wednesday,1,15-30 mins,25,20.76
casual,electric_bike,Aug,Wednesday,21,15-30 mins,339,20.71386431
casual,electric_bike,Aug,Wednesday,23,15-30 mins,96,20.54166667
casual,electric_bike,Aug,Wednesday,9,15-30 mins,79,21.06329114
casual,electric_bike,Aug,Wednesday,4,15-30 mins,16,22.1875
casual,electric_bike,Aug,Wednesday,7,15-30 mins,114,20.74561404
casual,electric_bike,Aug,Wednesday,2,15-30 mins,16,22.375
casual,electric_bike,Aug,Wednesday,6,15-30 mins,37,19.97297297
casual,electric_bike,Aug,Wednesday,3,15-30 mins,8,20.5
casual,electric_bike,Aug,Wednesday,0,15-30 mins,32,21.125
casual,electric_bike,Sep,Wednesday,14,15-30 mins,184,21.14130435
casual,electric_bike,Sep,Wednesday,12,15-30 mins,158,20.81012658
casual,electric_bike,Sep,Wednesday,13,15-30 mins,136,21.26470588
casual,electric_bike,Sep,Wednesday,22,15-30 mins,111,20.88288288
casual,electric_bike,Sep,Wednesday,19,15-30 mins,256,20.37109375
casual,electric_bike,Sep,Wednesday,23,15-30 mins,64,21.34375
casual,electric_bike,Sep,Wednesday,16,15-30 mins,319,21.44200627
casual,electric_bike,Sep,Wednesday,8,15-30 mins,151,20.07284768
casual,electric_bike,Sep,Wednesday,17,15-30 mins,460,20.9673913
casual,electric_bike,Sep,Wednesday,20,15-30 mins,155,20.83870968
casual,electric_bike,Sep,Wednesday,21,15-30 mins,180,20.37777778
casual,electric_bike,Sep,Wednesday,18,15-30 mins,373,20.67560322
casual,electric_bike,Sep,Wednesday,15,15-30 mins,236,20.86440678
casual,electric_bike,Sep,Wednesday,11,15-30 mins,128,21.4609375
casual,electric_bike,Sep,Wednesday,9,15-30 mins,76,21.03947368
casual,electric_bike,Sep,Wednesday,7,15-30 mins,110,20.43636364
casual,electric_bike,Sep,Wednesday,0,15-30 mins,34,20.38235294
casual,electric_bike,Sep,Wednesday,10,15-30 mins,94,21.11702128
casual,electric_bike,Sep,Wednesday,6,15-30 mins,39,21.07692308
casual,electric_bike,Sep,Wednesday,5,15-30 mins,8,18.75
casual,electric_bike,Sep,Wednesday,4,15-30 mins,12,21.58333333
casual,electric_bike,Sep,Wednesday,2,15-30 mins,11,19.72727273
casual,electric_bike,Sep,Wednesday,1,15-30 mins,13,20.38461538
casual,electric_bike,Sep,Wednesday,3,15-30 mins,5,18.4
casual,electric_bike,Oct,Tuesday,21,15-30 mins,73,20.4109589
casual,electric_bike,Oct,Tuesday,20,15-30 mins,83,21.13253012
casual,electric_bike,Oct,Tuesday,19,15-30 mins,133,20.55639098
casual,electric_bike,Oct,Tuesday,22,15-30 mins,69,20.75362319
casual,electric_bike,Oct,Tuesday,23,15-30 mins,33,20.81818182
casual,electric_bike,Oct,Tuesday,8,15-30 mins,111,20.93693694
casual,electric_bike,Oct,Tuesday,18,15-30 mins,213,20.91079812
casual,electric_bike,Oct,Tuesday,16,15-30 mins,249,20.63453815
casual,electric_bike,Oct,Tuesday,17,15-30 mins,282,20.87588652
casual,electric_bike,Oct,Tuesday,15,15-30 mins,152,21.32236842
casual,electric_bike,Oct,Tuesday,1,15-30 mins,17,20.17647059
casual,electric_bike,Oct,Tuesday,7,15-30 mins,83,20.28915663
casual,electric_bike,Oct,Tuesday,14,15-30 mins,132,21.37878788
casual,electric_bike,Oct,Tuesday,0,15-30 mins,21,22.80952381
casual,electric_bike,Oct,Tuesday,13,15-30 mins,119,20.80672269
casual,electric_bike,Oct,Tuesday,3,15-30 mins,4,21.75
casual,electric_bike,Oct,Tuesday,5,15-30 mins,11,18.27272727
casual,electric_bike,Oct,Tuesday,6,15-30 mins,22,19.22727273
casual,electric_bike,Oct,Tuesday,10,15-30 mins,44,20.43181818
casual,electric_bike,Oct,Tuesday,9,15-30 mins,65,20.87692308
casual,electric_bike,Oct,Tuesday,11,15-30 mins,71,21.05633803
casual,electric_bike,Oct,Tuesday,2,15-30 mins,5,18.8
casual,electric_bike,Oct,Tuesday,12,15-30 mins,99,21.09090909
casual,electric_bike,Nov,Tuesday,14,15-30 mins,50,20.92
casual,electric_bike,Nov,Tuesday,0,15-30 mins,6,20.83333333
casual,electric_bike,Nov,Tuesday,18,15-30 mins,50,20.02
casual,electric_bike,Nov,Tuesday,17,15-30 mins,84,19.79761905
casual,electric_bike,Nov,Tuesday,10,15-30 mins,31,20.74193548
casual,electric_bike,Nov,Tuesday,12,15-30 mins,48,22.5625
casual,electric_bike,Nov,Tuesday,15,15-30 mins,54,19.88888889
casual,electric_bike,Nov,Tuesday,23,15-30 mins,11,19.81818182
casual,electric_bike,Nov,Tuesday,22,15-30 mins,21,20.23809524
casual,electric_bike,Nov,Tuesday,7,15-30 mins,32,20.28125
casual,electric_bike,Nov,Tuesday,16,15-30 mins,70,21.15714286
casual,electric_bike,Nov,Tuesday,21,15-30 mins,23,20.08695652
casual,electric_bike,Nov,Tuesday,13,15-30 mins,52,20.98076923
casual,electric_bike,Nov,Tuesday,11,15-30 mins,24,22.70833333
casual,electric_bike,Nov,Tuesday,9,15-30 mins,27,21.11111111
casual,electric_bike,Nov,Tuesday,5,15-30 mins,9,17.33333333
casual,electric_bike,Nov,Tuesday,19,15-30 mins,27,20.33333333
casual,electric_bike,Nov,Tuesday,20,15-30 mins,19,19.31578947
casual,electric_bike,Nov,Tuesday,8,15-30 mins,44,20.22727273
casual,electric_bike,Nov,Tuesday,6,15-30 mins,9,20.11111111
casual,electric_bike,Dec,Tuesday,14,15-30 mins,27,22.33333333
casual,electric_bike,Dec,Tuesday,17,15-30 mins,47,19.34042553
casual,electric_bike,Dec,Tuesday,21,15-30 mins,22,21.81818182
casual,electric_bike,Dec,Tuesday,12,15-30 mins,19,22.15789474
casual,electric_bike,Dec,Tuesday,15,15-30 mins,27,21.07407407
casual,electric_bike,Dec,Tuesday,23,15-30 mins,22,21.86363636
casual,electric_bike,Dec,Tuesday,20,15-30 mins,16,20.625
casual,electric_bike,Dec,Tuesday,18,15-30 mins,30,20.86666667
casual,electric_bike,Dec,Tuesday,7,15-30 mins,10,18.3
casual,electric_bike,Dec,Tuesday,11,15-30 mins,12,18.16666667
casual,electric_bike,Dec,Tuesday,19,15-30 mins,24,19.66666667
casual,electric_bike,Dec,Tuesday,16,15-30 mins,28,20.71428571
casual,electric_bike,Dec,Tuesday,9,15-30 mins,14,21.57142857
casual,electric_bike,Dec,Tuesday,22,15-30 mins,19,22.42105263
casual,electric_bike,Dec,Tuesday,13,15-30 mins,17,21.52941176
casual,electric_bike,Dec,Tuesday,10,15-30 mins,11,21.90909091
casual,electric_bike,Dec,Tuesday,8,15-30 mins,16,20.625
casual,electric_bike,Dec,Tuesday,0,15-30 mins,5,17.4
casual,electric_bike,Dec,Tuesday,2,15-30 mins,5,22.2
casual,electric_bike,Dec,Tuesday,6,15-30 mins,4,18.5
casual,electric_bike,Dec,Tuesday,3,15-30 mins,4,20.5
casual,electric_bike,Dec,Tuesday,1,15-30 mins,7,20.71428571
casual,electric_bike,Jan,Tuesday,12,15-30 mins,9,20.55555556
casual,electric_bike,Jan,Tuesday,15,15-30 mins,19,21.78947368
casual,electric_bike,Jan,Tuesday,17,15-30 mins,21,20.14285714
casual,electric_bike,Jan,Tuesday,19,15-30 mins,8,22.75
casual,electric_bike,Jan,Tuesday,14,15-30 mins,15,18.66666667
casual,electric_bike,Jan,Tuesday,16,15-30 mins,22,20.95454545
casual,electric_bike,Jan,Tuesday,6,15-30 mins,7,22.42857143
casual,electric_bike,Jan,Tuesday,20,15-30 mins,7,18.42857143
casual,electric_bike,Jan,Tuesday,11,15-30 mins,8,21.875
casual,electric_bike,Jan,Tuesday,18,15-30 mins,11,19.18181818
casual,electric_bike,Jan,Tuesday,8,15-30 mins,11,18.72727273
casual,electric_bike,Jan,Tuesday,22,15-30 mins,5,19.6
casual,electric_bike,Jan,Tuesday,7,15-30 mins,4,20.5
casual,electric_bike,Jan,Tuesday,10,15-30 mins,5,23
casual,electric_bike,Jan,Tuesday,0,15-30 mins,3,20
casual,electric_bike,Jan,Tuesday,9,15-30 mins,3,17.33333333
casual,electric_bike,Jan,Tuesday,13,15-30 mins,5,17.8
casual,electric_bike,Feb,Tuesday,13,15-30 mins,18,23.38888889
casual,electric_bike,Feb,Tuesday,21,15-30 mins,8,19.875
casual,electric_bike,Feb,Tuesday,15,15-30 mins,34,20.61764706
casual,electric_bike,Feb,Tuesday,17,15-30 mins,40,20.825
casual,electric_bike,Feb,Tuesday,8,15-30 mins,27,20.92592593
casual,electric_bike,Feb,Tuesday,12,15-30 mins,14,19.71428571
casual,electric_bike,Feb,Tuesday,14,15-30 mins,22,20
casual,electric_bike,Feb,Tuesday,16,15-30 mins,26,21.84615385
casual,electric_bike,Feb,Tuesday,11,15-30 mins,15,21.26666667
casual,electric_bike,Feb,Tuesday,7,15-30 mins,11,18.36363636
casual,electric_bike,Feb,Tuesday,18,15-30 mins,17,20.23529412
casual,electric_bike,Feb,Tuesday,19,15-30 mins,12,19.41666667
casual,electric_bike,Feb,Tuesday,9,15-30 mins,8,20.875
casual,electric_bike,Feb,Tuesday,6,15-30 mins,6,21.83333333
casual,electric_bike,Feb,Tuesday,22,15-30 mins,8,19.5
casual,electric_bike,Feb,Tuesday,20,15-30 mins,9,18.33333333
casual,electric_bike,Feb,Tuesday,1,15-30 mins,3,21.66666667
casual,electric_bike,Feb,Tuesday,23,15-30 mins,4,21.75
casual,electric_bike,Feb,Tuesday,10,15-30 mins,5,20.4
casual,electric_bike,Feb,Tuesday,5,15-30 mins,3,17.33333333
casual,electric_bike,Mar,Tuesday,19,15-30 mins,51,20.49019608
casual,electric_bike,Mar,Tuesday,10,15-30 mins,35,21.17142857
casual,electric_bike,Mar,Tuesday,16,15-30 mins,76,21.69736842
casual,electric_bike,Mar,Tuesday,15,15-30 mins,91,20.81318681
casual,electric_bike,Mar,Tuesday,9,15-30 mins,34,21.38235294
casual,electric_bike,Mar,Tuesday,17,15-30 mins,126,20.6031746
casual,electric_bike,Mar,Tuesday,18,15-30 mins,82,21.75609756
casual,electric_bike,Mar,Tuesday,14,15-30 mins,54,22.40740741
casual,electric_bike,Mar,Tuesday,21,15-30 mins,27,20.03703704
casual,electric_bike,Mar,Tuesday,13,15-30 mins,55,22.21818182
casual,electric_bike,Mar,Tuesday,7,15-30 mins,18,20.16666667
casual,electric_bike,Mar,Tuesday,20,15-30 mins,23,19.17391304
casual,electric_bike,Mar,Tuesday,8,15-30 mins,49,21.18367347
casual,electric_bike,Mar,Tuesday,5,15-30 mins,4,18.25
casual,electric_bike,Mar,Tuesday,11,15-30 mins,29,20.62068966
casual,electric_bike,Mar,Tuesday,23,15-30 mins,8,20.625
casual,electric_bike,Mar,Tuesday,12,15-30 mins,33,20.3030303
casual,electric_bike,Mar,Tuesday,2,15-30 mins,7,18.71428571
casual,electric_bike,Mar,Tuesday,22,15-30 mins,17,20.64705882
casual,electric_bike,Mar,Tuesday,0,15-30 mins,11,21.27272727
casual,electric_bike,Mar,Tuesday,4,15-30 mins,4,17
casual,electric_bike,Mar,Tuesday,6,15-30 mins,11,19.72727273
casual,electric_bike,Mar,Tuesday,1,15-30 mins,3,24.66666667
casual,electric_bike,Apr,Tuesday,17,15-30 mins,219,21.7716895
casual,electric_bike,Apr,Tuesday,10,15-30 mins,30,20.8
casual,electric_bike,Apr,Tuesday,20,15-30 mins,46,20.10869565
casual,electric_bike,Apr,Tuesday,12,15-30 mins,83,21.95180723
casual,electric_bike,Apr,Tuesday,7,15-30 mins,35,20.71428571
casual,electric_bike,Apr,Tuesday,15,15-30 mins,112,21.05357143
casual,electric_bike,Apr,Tuesday,14,15-30 mins,86,21.39534884
casual,electric_bike,Apr,Tuesday,9,15-30 mins,33,19.60606061
casual,electric_bike,Apr,Tuesday,22,15-30 mins,64,20.65625
casual,electric_bike,Apr,Tuesday,16,15-30 mins,163,20.57668712
casual,electric_bike,Apr,Tuesday,11,15-30 mins,64,20.609375
casual,electric_bike,Apr,Tuesday,18,15-30 mins,183,21.20765027
casual,electric_bike,Apr,Tuesday,8,15-30 mins,81,20.33333333
casual,electric_bike,Apr,Tuesday,1,15-30 mins,9,23.88888889
casual,electric_bike,Apr,Tuesday,19,15-30 mins,97,20.64948454
casual,electric_bike,Apr,Tuesday,5,15-30 mins,4,18.75
casual,electric_bike,Apr,Tuesday,21,15-30 mins,57,21.01754386
casual,electric_bike,Apr,Tuesday,13,15-30 mins,94,21.43617021
casual,electric_bike,Apr,Tuesday,6,15-30 mins,22,19.36363636
casual,electric_bike,Apr,Tuesday,0,15-30 mins,15,20
casual,electric_bike,Apr,Tuesday,23,15-30 mins,11,19.72727273
casual,electric_bike,Apr,Tuesday,2,15-30 mins,10,20.2
casual,electric_bike,Apr,Tuesday,4,15-30 mins,3,21.33333333
casual,electric_bike,May,Tuesday,16,15-30 mins,210,21.2047619
casual,electric_bike,May,Tuesday,17,15-30 mins,332,20.82831325
casual,electric_bike,May,Tuesday,19,15-30 mins,148,20.98648649
casual,electric_bike,May,Tuesday,21,15-30 mins,109,19.87155963
casual,electric_bike,May,Tuesday,6,15-30 mins,25,19.88
casual,electric_bike,May,Tuesday,18,15-30 mins,246,20.81707317
casual,electric_bike,May,Tuesday,11,15-30 mins,74,20.77027027
casual,electric_bike,May,Tuesday,12,15-30 mins,86,22.03488372
casual,electric_bike,May,Tuesday,8,15-30 mins,86,20.24418605
casual,electric_bike,May,Tuesday,22,15-30 mins,93,21.02150538
casual,electric_bike,May,Tuesday,20,15-30 mins,107,21.04672897
casual,electric_bike,May,Tuesday,14,15-30 mins,121,20.42975207
casual,electric_bike,May,Tuesday,13,15-30 mins,109,21.28440367
casual,electric_bike,May,Tuesday,1,15-30 mins,5,20.4
casual,electric_bike,May,Tuesday,5,15-30 mins,13,20.15384615
casual,electric_bike,May,Tuesday,9,15-30 mins,45,20.57777778
casual,electric_bike,May,Tuesday,15,15-30 mins,142,21.13380282
casual,electric_bike,May,Tuesday,7,15-30 mins,33,20.90909091
casual,electric_bike,May,Tuesday,10,15-30 mins,61,20.85245902
casual,electric_bike,May,Tuesday,23,15-30 mins,20,18.9
casual,electric_bike,May,Tuesday,4,15-30 mins,5,18.4
casual,electric_bike,May,Tuesday,0,15-30 mins,15,22.33333333
casual,electric_bike,May,Tuesday,2,15-30 mins,12,19.33333333
casual,electric_bike,May,Tuesday,3,15-30 mins,3,19.66666667
casual,electric_bike,Jun,Tuesday,11,15-30 mins,131,21.39694656
casual,electric_bike,Jun,Tuesday,17,15-30 mins,600,21.21833333
casual,electric_bike,Jun,Tuesday,12,15-30 mins,158,21.46202532
casual,electric_bike,Jun,Tuesday,15,15-30 mins,224,21.54910714
casual,electric_bike,Jun,Tuesday,14,15-30 mins,184,21.20652174
casual,electric_bike,Jun,Tuesday,19,15-30 mins,364,20.58516484
casual,electric_bike,Jun,Tuesday,16,15-30 mins,419,21.07398568
casual,electric_bike,Jun,Tuesday,5,15-30 mins,12,21.16666667
casual,electric_bike,Jun,Tuesday,18,15-30 mins,479,20.66805846
casual,electric_bike,Jun,Tuesday,23,15-30 mins,58,20.43103448
casual,electric_bike,Jun,Tuesday,21,15-30 mins,230,20.93913043
casual,electric_bike,Jun,Tuesday,13,15-30 mins,174,21.31034483
casual,electric_bike,Jun,Tuesday,20,15-30 mins,282,20.34751773
casual,electric_bike,Jun,Tuesday,8,15-30 mins,144,20.11111111
casual,electric_bike,Jun,Tuesday,9,15-30 mins,104,20.80769231
casual,electric_bike,Jun,Tuesday,0,15-30 mins,42,21.21428571
casual,electric_bike,Jun,Tuesday,7,15-30 mins,86,20.44186047
casual,electric_bike,Jun,Tuesday,2,15-30 mins,19,20.15789474
casual,electric_bike,Jun,Tuesday,22,15-30 mins,103,20.54368932
casual,electric_bike,Jun,Tuesday,10,15-30 mins,103,21.02912621
casual,electric_bike,Jun,Tuesday,6,15-30 mins,45,20.31111111
casual,electric_bike,Jun,Tuesday,1,15-30 mins,17,21.11764706
casual,electric_bike,Jun,Tuesday,3,15-30 mins,7,19.14285714
casual,electric_bike,Jul,Tuesday,22,15-30 mins,169,21.14201183
casual,electric_bike,Jul,Tuesday,12,15-30 mins,250,21.372
casual,electric_bike,Jul,Tuesday,23,15-30 mins,84,21.71428571
casual,electric_bike,Jul,Tuesday,3,15-30 mins,18,19.33333333
casual,electric_bike,Jul,Tuesday,17,15-30 mins,745,20.78791946
casual,electric_bike,Jul,Tuesday,19,15-30 mins,554,20.92599278
casual,electric_bike,Jul,Tuesday,15,15-30 mins,356,21.18820225
casual,electric_bike,Jul,Tuesday,14,15-30 mins,267,21.70786517
casual,electric_bike,Jul,Tuesday,20,15-30 mins,386,21.21502591
casual,electric_bike,Jul,Tuesday,21,15-30 mins,387,21.33074935
casual,electric_bike,Jul,Tuesday,11,15-30 mins,181,21.33701657
casual,electric_bike,Jul,Tuesday,13,15-30 mins,278,21.15827338
casual,electric_bike,Jul,Tuesday,18,15-30 mins,706,20.97450425
casual,electric_bike,Jul,Tuesday,7,15-30 mins,150,20.41333333
casual,electric_bike,Jul,Tuesday,8,15-30 mins,178,20.37078652
casual,electric_bike,Jul,Tuesday,16,15-30 mins,568,21.04401408
casual,electric_bike,Jul,Tuesday,5,15-30 mins,17,19.76470588
casual,electric_bike,Jul,Tuesday,10,15-30 mins,158,21.30379747
casual,electric_bike,Jul,Tuesday,9,15-30 mins,118,21.18644068
casual,electric_bike,Jul,Tuesday,2,15-30 mins,24,20.91666667
casual,electric_bike,Jul,Tuesday,1,15-30 mins,39,20.69230769
casual,electric_bike,Jul,Tuesday,0,15-30 mins,75,21.2
casual,electric_bike,Jul,Tuesday,4,15-30 mins,12,21
casual,electric_bike,Jul,Tuesday,6,15-30 mins,54,20.46296296
casual,electric_bike,Aug,Tuesday,13,15-30 mins,168,21.63095238
casual,electric_bike,Aug,Tuesday,17,15-30 mins,491,20.61507128
casual,electric_bike,Aug,Tuesday,18,15-30 mins,417,20.69304556
casual,electric_bike,Aug,Tuesday,16,15-30 mins,298,21.24832215
casual,electric_bike,Aug,Tuesday,10,15-30 mins,111,20.5045045
casual,electric_bike,Aug,Tuesday,15,15-30 mins,188,21.0106383
casual,electric_bike,Aug,Tuesday,11,15-30 mins,160,21.4625
casual,electric_bike,Aug,Tuesday,12,15-30 mins,180,21.19444444
casual,electric_bike,Aug,Tuesday,9,15-30 mins,82,21.1097561
casual,electric_bike,Aug,Tuesday,19,15-30 mins,309,20.28478964
casual,electric_bike,Aug,Tuesday,21,15-30 mins,238,20.54201681
casual,electric_bike,Aug,Tuesday,22,15-30 mins,138,20.6884058
casual,electric_bike,Aug,Tuesday,20,15-30 mins,192,20.80729167
casual,electric_bike,Aug,Tuesday,6,15-30 mins,36,20.44444444
casual,electric_bike,Aug,Tuesday,7,15-30 mins,100,20.27
casual,electric_bike,Aug,Tuesday,8,15-30 mins,113,19.61946903
casual,electric_bike,Aug,Tuesday,5,15-30 mins,19,21.26315789
casual,electric_bike,Aug,Tuesday,23,15-30 mins,48,20.6875
casual,electric_bike,Aug,Tuesday,0,15-30 mins,31,20.4516129
casual,electric_bike,Aug,Tuesday,14,15-30 mins,179,21.88826816
casual,electric_bike,Aug,Tuesday,2,15-30 mins,12,20.16666667
casual,electric_bike,Aug,Tuesday,1,15-30 mins,24,21.91666667
casual,electric_bike,Aug,Tuesday,3,15-30 mins,5,22.6
casual,electric_bike,Aug,Tuesday,4,15-30 mins,5,20.2
casual,electric_bike,Sep,Tuesday,14,15-30 mins,230,20.89130435
casual,electric_bike,Sep,Tuesday,18,15-30 mins,554,20.55415162
casual,electric_bike,Sep,Tuesday,23,15-30 mins,72,21.02777778
casual,electric_bike,Sep,Tuesday,17,15-30 mins,770,20.97922078
casual,electric_bike,Sep,Tuesday,11,15-30 mins,147,20.92517007
casual,electric_bike,Sep,Tuesday,15,15-30 mins,336,20.9672619
casual,electric_bike,Sep,Tuesday,8,15-30 mins,208,20.22596154
casual,electric_bike,Sep,Tuesday,19,15-30 mins,340,20.61470588
casual,electric_bike,Sep,Tuesday,21,15-30 mins,249,20.93975904
casual,electric_bike,Sep,Tuesday,20,15-30 mins,197,20.49746193
casual,electric_bike,Sep,Tuesday,22,15-30 mins,144,20.72222222
casual,electric_bike,Sep,Tuesday,13,15-30 mins,214,20.92990654
casual,electric_bike,Sep,Tuesday,7,15-30 mins,117,20.58119658
casual,electric_bike,Sep,Tuesday,16,15-30 mins,500,21.206
casual,electric_bike,Sep,Tuesday,5,15-30 mins,11,21.18181818
casual,electric_bike,Sep,Tuesday,6,15-30 mins,50,19.62
casual,electric_bike,Sep,Tuesday,0,15-30 mins,66,22.1969697
casual,electric_bike,Sep,Tuesday,12,15-30 mins,234,21.23931624
casual,electric_bike,Sep,Tuesday,9,15-30 mins,112,20.42857143
casual,electric_bike,Sep,Tuesday,10,15-30 mins,94,20.74468085
casual,electric_bike,Sep,Tuesday,1,15-30 mins,29,20.75862069
casual,electric_bike,Sep,Tuesday,2,15-30 mins,14,22.71428571
casual,electric_bike,Sep,Tuesday,3,15-30 mins,7,19
casual,electric_bike,Sep,Tuesday,4,15-30 mins,5,23
casual,electric_bike,Oct,Thursday,14,15-30 mins,173,21.30635838
casual,electric_bike,Oct,Thursday,13,15-30 mins,142,21.88028169
casual,electric_bike,Oct,Thursday,16,15-30 mins,319,20.72413793
casual,electric_bike,Oct,Thursday,15,15-30 mins,205,20.5804878
casual,electric_bike,Oct,Thursday,12,15-30 mins,125,21.352
casual,electric_bike,Oct,Thursday,17,15-30 mins,359,20.97493036
casual,electric_bike,Oct,Thursday,22,15-30 mins,87,20.65517241
casual,electric_bike,Oct,Thursday,19,15-30 mins,113,20.42477876
casual,electric_bike,Oct,Thursday,21,15-30 mins,70,21.32857143
casual,electric_bike,Oct,Thursday,11,15-30 mins,80,21.3625
casual,electric_bike,Oct,Thursday,10,15-30 mins,83,20.89156627
casual,electric_bike,Oct,Thursday,18,15-30 mins,294,20.51360544
casual,electric_bike,Oct,Thursday,3,15-30 mins,6,18.66666667
casual,electric_bike,Oct,Thursday,8,15-30 mins,86,20.39534884
casual,electric_bike,Oct,Thursday,7,15-30 mins,80,20.3875
casual,electric_bike,Oct,Thursday,23,15-30 mins,61,21.2295082
casual,electric_bike,Oct,Thursday,9,15-30 mins,54,20.48148148
casual,electric_bike,Oct,Thursday,20,15-30 mins,91,20.79120879
casual,electric_bike,Oct,Thursday,6,15-30 mins,27,20.33333333
casual,electric_bike,Oct,Thursday,0,15-30 mins,21,21.38095238
casual,electric_bike,Oct,Thursday,1,15-30 mins,24,20.29166667
casual,electric_bike,Oct,Thursday,2,15-30 mins,6,21.83333333
casual,electric_bike,Oct,Thursday,4,15-30 mins,4,22.5
casual,electric_bike,Oct,Thursday,5,15-30 mins,13,18.61538462
casual,electric_bike,Nov,Thursday,8,15-30 mins,24,21.08333333
casual,electric_bike,Nov,Thursday,17,15-30 mins,70,20.35714286
casual,electric_bike,Nov,Thursday,12,15-30 mins,27,20.74074074
casual,electric_bike,Nov,Thursday,7,15-30 mins,32,19.5
casual,electric_bike,Nov,Thursday,22,15-30 mins,23,21.86956522
casual,electric_bike,Nov,Thursday,23,15-30 mins,14,21.78571429
casual,electric_bike,Nov,Thursday,20,15-30 mins,15,20.66666667
casual,electric_bike,Nov,Thursday,16,15-30 mins,91,20.45054945
casual,electric_bike,Nov,Thursday,18,15-30 mins,40,20.075
casual,electric_bike,Nov,Thursday,0,15-30 mins,4,21.75
casual,electric_bike,Nov,Thursday,13,15-30 mins,20,19.85
casual,electric_bike,Nov,Thursday,10,15-30 mins,21,21.85714286
casual,electric_bike,Nov,Thursday,1,15-30 mins,10,21.1
casual,electric_bike,Nov,Thursday,11,15-30 mins,25,21.64
